index,model,temperature,history_range,predict_date,prediction,actual_value,prev_actual_value
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-09-15,3400.7,3401.199951171875,3383.5400390625
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-09-15,3383.93,3401.199951171875,3383.5400390625
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-09-15,500.0,3401.199951171875,3383.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-09-15,3376.01,3401.199951171875,3383.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-09-15,3387.23,3401.199951171875,3383.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-09-15,3376.45,3401.199951171875,3383.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-09-15,3392.13,3401.199951171875,3383.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-09-15,3376.45,3401.199951171875,3383.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-09-15,3391.23,3401.199951171875,3383.5400390625
GSPC,gpt-3.5-turbo,0.0,7,2020-09-15,500.0,3401.199951171875,3383.5400390625
GSPC,gpt-3.5-turbo,0.0,30,2020-09-15,3368.92,3401.199951171875,3383.5400390625
GSPC,gpt-3.5-turbo,0.5,7,2020-09-15,3346.72,3401.199951171875,3383.5400390625
GSPC,gpt-3.5-turbo,0.5,30,2020-09-15,3369.47,3401.199951171875,3383.5400390625
GSPC,gpt-3.5-turbo,1.0,7,2020-09-15,500.0,3401.199951171875,3383.5400390625
GSPC,gpt-3.5-turbo,1.0,30,2020-09-15,3402.91,3401.199951171875,3383.5400390625
RUT,gemini/gemini-2.5-flash,0.0,7,2020-09-15,1525.48,1538.1500244140625,1536.969970703125
RUT,gemini/gemini-2.5-flash,0.0,30,2020-09-15,1544.78,1538.1500244140625,1536.969970703125
RUT,gemini/gemini-2.5-flash,0.5,7,2020-09-15,1543.22,1538.1500244140625,1536.969970703125
RUT,gemini/gemini-2.5-flash,0.5,30,2020-09-15,1545.07,1538.1500244140625,1536.969970703125
RUT,gemini/gemini-2.5-flash,1.0,7,2020-09-15,1525.06,1538.1500244140625,1536.969970703125
RUT,gemini/gemini-2.5-flash,1.0,30,2020-09-15,1552.37,1538.1500244140625,1536.969970703125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-09-15,1518.53,1538.1500244140625,1536.969970703125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-09-15,1521.34,1538.1500244140625,1536.969970703125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-09-15,1518.74,1538.1500244140625,1536.969970703125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-09-15,1521.34,1538.1500244140625,1536.969970703125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-09-15,1518.74,1538.1500244140625,1536.969970703125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-09-15,1521.34,1538.1500244140625,1536.969970703125
RUT,gpt-3.5-turbo,0.0,7,2020-09-15,1520.12,1538.1500244140625,1536.969970703125
RUT,gpt-3.5-turbo,0.0,30,2020-09-15,1520.73,1538.1500244140625,1536.969970703125
RUT,gpt-3.5-turbo,0.5,7,2020-09-15,1521.82,1538.1500244140625,1536.969970703125
RUT,gpt-3.5-turbo,0.5,30,2020-09-15,1520.73,1538.1500244140625,1536.969970703125
RUT,gpt-3.5-turbo,1.0,7,2020-09-15,1525.37,1538.1500244140625,1536.969970703125
RUT,gpt-3.5-turbo,1.0,30,2020-09-15,1529.78,1538.1500244140625,1536.969970703125
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-10-19,3485.27,3426.919921875,3483.81005859375
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-10-19,3485.77,3426.919921875,3483.81005859375
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-10-19,3484.41,3426.919921875,3483.81005859375
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-10-19,3484.72,3426.919921875,3483.81005859375
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-10-19,3485.27,3426.919921875,3483.81005859375
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-10-19,3485.77,3426.919921875,3483.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-10-19,3485.57,3426.919921875,3483.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-10-19,3495.23,3426.919921875,3483.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-10-19,3485.57,3426.919921875,3483.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-10-19,3495.07,3426.919921875,3483.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-10-19,3485.57,3426.919921875,3483.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-10-19,3500.0,3426.919921875,3483.81005859375
GSPC,gpt-3.5-turbo,0.0,7,2020-10-19,500.0,3426.919921875,3483.81005859375
GSPC,gpt-3.5-turbo,0.0,30,2020-10-19,3455.12,3426.919921875,3483.81005859375
GSPC,gpt-3.5-turbo,0.5,7,2020-10-19,3520.46,3426.919921875,3483.81005859375
GSPC,gpt-3.5-turbo,0.5,30,2020-10-19,3458.92,3426.919921875,3483.81005859375
GSPC,gpt-3.5-turbo,1.0,7,2020-10-19,500.0,3426.919921875,3483.81005859375
GSPC,gpt-3.5-turbo,1.0,30,2020-10-19,3478.5,3426.919921875,3483.81005859375
RUT,gemini/gemini-2.5-flash,0.0,7,2020-10-19,1633.86,1613.6300048828125,1633.81005859375
RUT,gemini/gemini-2.5-flash,0.0,30,2020-10-19,1635.57,1613.6300048828125,1633.81005859375
RUT,gemini/gemini-2.5-flash,0.5,7,2020-10-19,1634.69,1613.6300048828125,1633.81005859375
RUT,gemini/gemini-2.5-flash,0.5,30,2020-10-19,1627.51,1613.6300048828125,1633.81005859375
RUT,gemini/gemini-2.5-flash,1.0,7,2020-10-19,1.0,1613.6300048828125,1633.81005859375
RUT,gemini/gemini-2.5-flash,1.0,30,2020-10-19,1635.84,1613.6300048828125,1633.81005859375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-10-19,1635.36,1613.6300048828125,1633.81005859375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-10-19,1637.23,1613.6300048828125,1633.81005859375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-10-19,1637.23,1613.6300048828125,1633.81005859375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-10-19,1642.35,1613.6300048828125,1633.81005859375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-10-19,1635.36,1613.6300048828125,1633.81005859375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-10-19,1642.35,1613.6300048828125,1633.81005859375
RUT,gpt-3.5-turbo,0.0,7,2020-10-19,1634.25,1613.6300048828125,1633.81005859375
RUT,gpt-3.5-turbo,0.0,30,2020-10-19,1605.73,1613.6300048828125,1633.81005859375
RUT,gpt-3.5-turbo,0.5,7,2020-10-19,1645.93,1613.6300048828125,1633.81005859375
RUT,gpt-3.5-turbo,0.5,30,2020-10-19,2000.0,1613.6300048828125,1633.81005859375
RUT,gpt-3.5-turbo,1.0,7,2020-10-19,1644.63,1613.6300048828125,1633.81005859375
RUT,gpt-3.5-turbo,1.0,30,2020-10-19,1604.24,1613.6300048828125,1633.81005859375
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-11-23,3570.43,3577.590087890625,3557.5400390625
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-11-23,3583.3,3577.590087890625,3557.5400390625
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-11-23,3538.81,3577.590087890625,3557.5400390625
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-11-23,3565.34,3577.590087890625,3557.5400390625
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-11-23,3569.07,3577.590087890625,3557.5400390625
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-11-23,3549.96,3577.590087890625,3557.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-11-23,3580.01,3577.590087890625,3557.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-11-23,3587.23,3577.590087890625,3557.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-11-23,3578.23,3577.590087890625,3557.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-11-23,3598.76,3577.590087890625,3557.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-11-23,3578.23,3577.590087890625,3557.5400390625
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-11-23,3612.34,3577.590087890625,3557.5400390625
GSPC,gpt-3.5-turbo,0.0,7,2020-11-23,3579.26,3577.590087890625,3557.5400390625
GSPC,gpt-3.5-turbo,0.0,30,2020-11-23,500.0,3577.590087890625,3557.5400390625
GSPC,gpt-3.5-turbo,0.5,7,2020-11-23,3572.63,3577.590087890625,3557.5400390625
GSPC,gpt-3.5-turbo,0.5,30,2020-11-23,500.0,3577.590087890625,3557.5400390625
GSPC,gpt-3.5-turbo,1.0,7,2020-11-23,3615.29,3577.590087890625,3557.5400390625
GSPC,gpt-3.5-turbo,1.0,30,2020-11-23,3577.88,3577.590087890625,3557.5400390625
RUT,gemini/gemini-2.5-flash,0.0,7,2020-11-23,1798.15,1818.300048828125,1785.3399658203125
RUT,gemini/gemini-2.5-flash,0.0,30,2020-11-23,2000.0,1818.300048828125,1785.3399658203125
RUT,gemini/gemini-2.5-flash,0.5,7,2020-11-23,1798.15,1818.300048828125,1785.3399658203125
RUT,gemini/gemini-2.5-flash,0.5,30,2020-11-23,2000.0,1818.300048828125,1785.3399658203125
RUT,gemini/gemini-2.5-flash,1.0,7,2020-11-23,1793.35,1818.300048828125,1785.3399658203125
RUT,gemini/gemini-2.5-flash,1.0,30,2020-11-23,1804.96,1818.300048828125,1785.3399658203125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-11-23,1784.13,1818.300048828125,1785.3399658203125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-11-23,1788.5,1818.300048828125,1785.3399658203125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-11-23,1786.73,1818.300048828125,1785.3399658203125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-11-23,1788.5,1818.300048828125,1785.3399658203125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-11-23,1784.13,1818.300048828125,1785.3399658203125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-11-23,1790.0,1818.300048828125,1785.3399658203125
RUT,gpt-3.5-turbo,0.0,7,2020-11-23,1784.13,1818.300048828125,1785.3399658203125
RUT,gpt-3.5-turbo,0.0,30,2020-11-23,1775.62,1818.300048828125,1785.3399658203125
RUT,gpt-3.5-turbo,0.5,7,2020-11-23,1778.56,1818.300048828125,1785.3399658203125
RUT,gpt-3.5-turbo,0.5,30,2020-11-23,1750.82,1818.300048828125,1785.3399658203125
RUT,gpt-3.5-turbo,1.0,7,2020-11-23,1784.13,1818.300048828125,1785.3399658203125
RUT,gpt-3.5-turbo,1.0,30,2020-11-23,1780.62,1818.300048828125,1785.3399658203125
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-12-29,3722.42,3727.0400390625,3735.360107421875
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-12-29,3740.55,3727.0400390625,3735.360107421875
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-12-29,3758.04,3727.0400390625,3735.360107421875
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-12-29,3740.25,3727.0400390625,3735.360107421875
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-12-29,3758.04,3727.0400390625,3735.360107421875
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-12-29,3740.07,3727.0400390625,3735.360107421875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-12-29,3748.35,3727.0400390625,3735.360107421875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-12-29,3712.34,3727.0400390625,3735.360107421875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-12-29,3748.35,3727.0400390625,3735.360107421875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-12-29,3712.34,3727.0400390625,3735.360107421875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-12-29,3748.35,3727.0400390625,3735.360107421875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-12-29,3712.34,3727.0400390625,3735.360107421875
GSPC,gpt-3.5-turbo,0.0,7,2020-12-29,3720.93,3727.0400390625,3735.360107421875
GSPC,gpt-3.5-turbo,0.0,30,2020-12-29,3720.93,3727.0400390625,3735.360107421875
GSPC,gpt-3.5-turbo,0.5,7,2020-12-29,3722.48,3727.0400390625,3735.360107421875
GSPC,gpt-3.5-turbo,0.5,30,2020-12-29,3750.62,3727.0400390625,3735.360107421875
GSPC,gpt-3.5-turbo,1.0,7,2020-12-29,3718.12,3727.0400390625,3735.360107421875
GSPC,gpt-3.5-turbo,1.0,30,2020-12-29,3752.91,3727.0400390625,3735.360107421875
RUT,gemini/gemini-2.5-flash,0.0,7,2020-12-29,1990.83,1959.3599853515625,1996.25
RUT,gemini/gemini-2.5-flash,0.0,30,2020-12-29,2004.95,1959.3599853515625,1996.25
RUT,gemini/gemini-2.5-flash,0.5,7,2020-12-29,1.0,1959.3599853515625,1996.25
RUT,gemini/gemini-2.5-flash,0.5,30,2020-12-29,2004.95,1959.3599853515625,1996.25
RUT,gemini/gemini-2.5-flash,1.0,7,2020-12-29,1984.0,1959.3599853515625,1996.25
RUT,gemini/gemini-2.5-flash,1.0,30,2020-12-29,2001.5,1959.3599853515625,1996.25
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-12-29,1995.18,1959.3599853515625,1996.25
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-12-29,1990.15,1959.3599853515625,1996.25
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-12-29,2000.0,1959.3599853515625,1996.25
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-12-29,1990.15,1959.3599853515625,1996.25
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-12-29,2010.12,1959.3599853515625,1996.25
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-12-29,2010.23,1959.3599853515625,1996.25
RUT,gpt-3.5-turbo,0.0,7,2020-12-29,2000.0,1959.3599853515625,1996.25
RUT,gpt-3.5-turbo,0.0,30,2020-12-29,2000.45,1959.3599853515625,1996.25
RUT,gpt-3.5-turbo,0.5,7,2020-12-29,2021.3,1959.3599853515625,1996.25
RUT,gpt-3.5-turbo,0.5,30,2020-12-29,1993.48,1959.3599853515625,1996.25
RUT,gpt-3.5-turbo,1.0,7,2020-12-29,2026.8,1959.3599853515625,1996.25
RUT,gpt-3.5-turbo,1.0,30,2020-12-29,1996.75,1959.3599853515625,1996.25
GSPC,gemini/gemini-2.5-flash,0.0,7,2021-02-04,3806.15,3871.739990234375,3830.169921875
GSPC,gemini/gemini-2.5-flash,0.0,30,2021-02-04,3834.83,3871.739990234375,3830.169921875
GSPC,gemini/gemini-2.5-flash,0.5,7,2021-02-04,3858.33,3871.739990234375,3830.169921875
GSPC,gemini/gemini-2.5-flash,0.5,30,2021-02-04,3832.1,3871.739990234375,3830.169921875
GSPC,gemini/gemini-2.5-flash,1.0,7,2021-02-04,3850.41,3871.739990234375,3830.169921875
GSPC,gemini/gemini-2.5-flash,1.0,30,2021-02-04,3835.17,3871.739990234375,3830.169921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2021-02-04,3840.23,3871.739990234375,3830.169921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2021-02-04,3820.1,3871.739990234375,3830.169921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2021-02-04,3840.28,3871.739990234375,3830.169921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2021-02-04,3820.12,3871.739990234375,3830.169921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2021-02-04,3840.0,3871.739990234375,3830.169921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2021-02-04,3802.35,3871.739990234375,3830.169921875
GSPC,gpt-3.5-turbo,0.0,7,2021-02-04,3805.49,3871.739990234375,3830.169921875
GSPC,gpt-3.5-turbo,0.0,30,2021-02-04,3859.42,3871.739990234375,3830.169921875
GSPC,gpt-3.5-turbo,0.5,7,2021-02-04,3855.49,3871.739990234375,3830.169921875
GSPC,gpt-3.5-turbo,0.5,30,2021-02-04,3858.92,3871.739990234375,3830.169921875
GSPC,gpt-3.5-turbo,1.0,7,2021-02-04,3819.69,3871.739990234375,3830.169921875
GSPC,gpt-3.5-turbo,1.0,30,2021-02-04,3846.92,3871.739990234375,3830.169921875
RUT,gemini/gemini-2.5-flash,0.0,7,2021-02-04,0.0,2202.419921875,2159.699951171875
RUT,gemini/gemini-2.5-flash,0.0,30,2021-02-04,2164.8,2202.419921875,2159.699951171875
RUT,gemini/gemini-2.5-flash,0.5,7,2021-02-04,2161.16,2202.419921875,2159.699951171875
RUT,gemini/gemini-2.5-flash,0.5,30,2021-02-04,2167.96,2202.419921875,2159.699951171875
RUT,gemini/gemini-2.5-flash,1.0,7,2021-02-04,2162.1,2202.419921875,2159.699951171875
RUT,gemini/gemini-2.5-flash,1.0,30,2021-02-04,2163.04,2202.419921875,2159.699951171875
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2021-02-04,2162.01,2202.419921875,2159.699951171875
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2021-02-04,2155.0,2202.419921875,2159.699951171875
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2021-02-04,2162.37,2202.419921875,2159.699951171875
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2021-02-04,2155.0,2202.419921875,2159.699951171875
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2021-02-04,2162.37,2202.419921875,2159.699951171875
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2021-02-04,2155.0,2202.419921875,2159.699951171875
RUT,gpt-3.5-turbo,0.0,7,2021-02-04,2165.92,2202.419921875,2159.699951171875
RUT,gpt-3.5-turbo,0.0,30,2021-02-04,2145.93,2202.419921875,2159.699951171875
RUT,gpt-3.5-turbo,0.5,7,2021-02-04,2165.92,2202.419921875,2159.699951171875
RUT,gpt-3.5-turbo,0.5,30,2021-02-04,2145.8,2202.419921875,2159.699951171875
RUT,gpt-3.5-turbo,1.0,7,2021-02-04,2146.32,2202.419921875,2159.699951171875
RUT,gpt-3.5-turbo,1.0,30,2021-02-04,2155.8,2202.419921875,2159.699951171875
GSPC,gemini/gemini-2.5-flash,0.0,7,2021-03-11,3903.88,3939.340087890625,3898.81005859375
GSPC,gemini/gemini-2.5-flash,0.0,30,2021-03-11,3933.59,3939.340087890625,3898.81005859375
GSPC,gemini/gemini-2.5-flash,0.5,7,2021-03-11,3870.29,3939.340087890625,3898.81005859375
GSPC,gemini/gemini-2.5-flash,0.5,30,2021-03-11,3942.66,3939.340087890625,3898.81005859375
GSPC,gemini/gemini-2.5-flash,1.0,7,2021-03-11,3917.65,3939.340087890625,3898.81005859375
GSPC,gemini/gemini-2.5-flash,1.0,30,2021-03-11,3929.46,3939.340087890625,3898.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2021-03-11,3912.35,3939.340087890625,3898.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2021-03-11,3890.12,3939.340087890625,3898.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2021-03-11,3912.31,3939.340087890625,3898.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2021-03-11,3890.12,3939.340087890625,3898.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2021-03-11,3912.31,3939.340087890625,3898.81005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2021-03-11,3885.21,3939.340087890625,3898.81005859375
GSPC,gpt-3.5-turbo,0.0,7,2021-03-11,3870.29,3939.340087890625,3898.81005859375
GSPC,gpt-3.5-turbo,0.0,30,2021-03-11,500.0,3939.340087890625,3898.81005859375
GSPC,gpt-3.5-turbo,0.5,7,2021-03-11,3915.68,3939.340087890625,3898.81005859375
GSPC,gpt-3.5-turbo,0.5,30,2021-03-11,3870.29,3939.340087890625,3898.81005859375
GSPC,gpt-3.5-turbo,1.0,7,2021-03-11,3925.16,3939.340087890625,3898.81005859375
GSPC,gpt-3.5-turbo,1.0,30,2021-03-11,3885.62,3939.340087890625,3898.81005859375
RUT,gemini/gemini-2.5-flash,0.0,7,2021-03-11,2327.03,2338.5400390625,2285.679931640625
RUT,gemini/gemini-2.5-flash,0.0,30,2021-03-11,2313.68,2338.5400390625,2285.679931640625
RUT,gemini/gemini-2.5-flash,0.5,7,2021-03-11,2327.03,2338.5400390625,2285.679931640625
RUT,gemini/gemini-2.5-flash,0.5,30,2021-03-11,2313.68,2338.5400390625,2285.679931640625
RUT,gemini/gemini-2.5-flash,1.0,7,2021-03-11,2328.24,2338.5400390625,2285.679931640625
RUT,gemini/gemini-2.5-flash,1.0,30,2021-03-11,2318.72,2338.5400390625,2285.679931640625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2021-03-11,2300.25,2338.5400390625,2285.679931640625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2021-03-11,2250.12,2338.5400390625,2285.679931640625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2021-03-11,2300.17,2338.5400390625,2285.679931640625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2021-03-11,2250.12,2338.5400390625,2285.679931640625
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2021-03-11,2307.2,2338.5400390625,2285.679931640625
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2021-03-11,2250.0,2338.5400390625,2285.679931640625
RUT,gpt-3.5-turbo,0.0,7,2021-03-11,2000.0,2338.5400390625,2285.679931640625
RUT,gpt-3.5-turbo,0.0,30,2021-03-11,2260.14,2338.5400390625,2285.679931640625
RUT,gpt-3.5-turbo,0.5,7,2021-03-11,2000.0,2338.5400390625,2285.679931640625
RUT,gpt-3.5-turbo,0.5,30,2021-03-11,2260.93,2338.5400390625,2285.679931640625
RUT,gpt-3.5-turbo,1.0,7,2021-03-11,2305.45,2338.5400390625,2285.679931640625
RUT,gpt-3.5-turbo,1.0,30,2021-03-11,2239.75,2338.5400390625,2285.679931640625
GSPC,gemini/gemini-2.5-flash,0.0,7,2021-04-16,4185.5,4185.47021484375,4170.419921875
GSPC,gemini/gemini-2.5-flash,0.0,30,2021-04-16,4215.32,4185.47021484375,4170.419921875
GSPC,gemini/gemini-2.5-flash,0.5,7,2021-04-16,4185.5,4185.47021484375,4170.419921875
GSPC,gemini/gemini-2.5-flash,0.5,30,2021-04-16,4185.07,4185.47021484375,4170.419921875
GSPC,gemini/gemini-2.5-flash,1.0,7,2021-04-16,4185.71,4185.47021484375,4170.419921875
GSPC,gemini/gemini-2.5-flash,1.0,30,2021-04-16,4200.51,4185.47021484375,4170.419921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2021-04-16,4162.34,4185.47021484375,4170.419921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2021-04-16,4135.23,4185.47021484375,4170.419921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2021-04-16,4158.23,4185.47021484375,4170.419921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2021-04-16,4135.23,4185.47021484375,4170.419921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2021-04-16,4162.01,4185.47021484375,4170.419921875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2021-04-16,4135.23,4185.47021484375,4170.419921875
GSPC,gpt-3.5-turbo,0.0,7,2021-04-16,4205.73,4185.47021484375,4170.419921875
GSPC,gpt-3.5-turbo,0.0,30,2021-04-16,500.0,4185.47021484375,4170.419921875
GSPC,gpt-3.5-turbo,0.5,7,2021-04-16,4195.31,4185.47021484375,4170.419921875
GSPC,gpt-3.5-turbo,0.5,30,2021-04-16,4155.28,4185.47021484375,4170.419921875
GSPC,gpt-3.5-turbo,1.0,7,2021-04-16,4150.1,4185.47021484375,4170.419921875
GSPC,gpt-3.5-turbo,1.0,30,2021-04-16,4202.88,4185.47021484375,4170.419921875
RUT,gemini/gemini-2.5-flash,0.0,7,2021-04-16,2262.74,2262.669921875,2257.070068359375
RUT,gemini/gemini-2.5-flash,0.0,30,2021-04-16,2272.72,2262.669921875,2257.070068359375
RUT,gemini/gemini-2.5-flash,0.5,7,2021-04-16,2262.81,2262.669921875,2257.070068359375
RUT,gemini/gemini-2.5-flash,1.0,7,2021-04-16,2262.74,2262.669921875,2257.070068359375
RUT,gemini/gemini-2.5-flash,1.0,30,2021-04-16,2271.15,2262.669921875,2257.070068359375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2021-04-16,2251.32,2262.669921875,2257.070068359375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2021-04-16,2250.12,2262.669921875,2257.070068359375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2021-04-16,2257.92,2262.669921875,2257.070068359375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2021-04-16,2245.0,2262.669921875,2257.070068359375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2021-04-16,2251.32,2262.669921875,2257.070068359375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2021-04-16,2245.0,2262.669921875,2257.070068359375
RUT,gpt-3.5-turbo,0.0,7,2021-04-16,2266.42,2262.669921875,2257.070068359375
RUT,gpt-3.5-turbo,0.0,30,2021-04-16,2260.73,2262.669921875,2257.070068359375
RUT,gpt-3.5-turbo,0.5,7,2021-04-16,2266.22,2262.669921875,2257.070068359375
RUT,gpt-3.5-turbo,0.5,30,2021-04-16,2270.31,2262.669921875,2257.070068359375
RUT,gpt-3.5-turbo,1.0,7,2021-04-16,2272.25,2262.669921875,2257.070068359375
RUT,gpt-3.5-turbo,1.0,30,2021-04-16,2260.33,2262.669921875,2257.070068359375
GSPC,gemini/gemini-2.5-flash,0.0,7,2021-05-21,4166.27,4155.85986328125,4159.1201171875
GSPC,gemini/gemini-2.5-flash,0.0,30,2021-05-21,4165.5,4155.85986328125,4159.1201171875
GSPC,gemini/gemini-2.5-flash,0.5,7,2021-05-21,4175.13,4155.85986328125,4159.1201171875
GSPC,gemini/gemini-2.5-flash,0.5,30,2021-05-21,4175.48,4155.85986328125,4159.1201171875
GSPC,gemini/gemini-2.5-flash,1.0,7,2021-05-21,4166.27,4155.85986328125,4159.1201171875
GSPC,gemini/gemini-2.5-flash,1.0,30,2021-05-21,4160.17,4155.85986328125,4159.1201171875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2021-05-21,4145.21,4155.85986328125,4159.1201171875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2021-05-21,4165.23,4155.85986328125,4159.1201171875
